TITULO;GRATUITO;FECHA;HORA;CONTENT-URL;NOMBRE-INSTALACION;CP;TIPO
Harry Potter y la cámara secreta;1;22/11/2024;9:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7181f90719423910VgnVCM2000001f4a900aRCRD;Centro Cultural Dotacional Integrado Arganzuela;28045;CineActividadesAudiovisuales
Higiene postural y la importancia del movimiento;1;10/12/2024;10:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5e9b689839343910VgnVCM2000001f4a900aRCRD;Biblioteca Pública Municipal María Lejárraga (Hortaleza);28050;CursosTalleres
Hija del volcán;0;20/11/2024;11:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e97c4af33ab03910VgnVCM1000001d4a900aRCRD;Cineteca Madrid;28045;ProgramacionDestacadaAgendaCultura
Hispánico Modo;1;11/12/2024;12:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4dc3fc6a6f343910VgnVCM1000001d4a900aRCRD;Centro Cultural Casa de Vacas (Retiro);28009;Musica
Historia de un calcetín - La Canica (Madrid);1;28/12/2024;13:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7a08e05340cf2910VgnVCM2000001f4a900aRCRD;Centro Cultural Casa de Vacas (Retiro);28009;CuentacuentosTiteresMarionetas
Historia de una escalera;0;24/01/2025;14:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=22bee2fc6e6c1910VgnVCM1000001d4a900aRCRD;Teatro Español;28012;TeatroPerformance
Honores a Pepe Marchena;1;08/12/2024;15:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a8af470052eb2910VgnVCM2000001f4a900aRCRD;Auditorio y sala de exposiciones Paco de Lucía (Latina);28044;Musica/Flamenco
Huellas de D. Santiago Ramón y Cajal en la Hemeroteca Municipal de Madrid;1;18/01/2024;16:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8cf60fd3129ec810VgnVCM1000001d4a900aRCRD;Hemeroteca Municipal;28015;CursosTalleres
Humor a la cara;1;23/11/2024;17:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a8e5ee11b97d2910VgnVCM2000001f4a900aRCRD;Centro Cultural Fernando de los Ríos (Latina);28047;Musica
I Ciclo de Música clásica;1;30/11/2024;18:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=73e73e86bd0d2910VgnVCM1000001d4a900aRCRD;Centro Cultural San Francisco La Prensa (Carabanchel);28025;Musica
I Encuentro coral Carpe Diem;1;14/12/2024;19:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1d4059e50c343910VgnVCM2000001f4a900aRCRD;Centro Cultural Antonio Machado (San Blas - Canillejas);28037;Musica
Ignifugas;1;23/11/2024;20:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7bd53e86bd0d2910VgnVCM1000001d4a900aRCRD;Centro Cultural San Francisco La Prensa (Carabanchel);28025;CineActividadesAudiovisuales
INFANTIL. LA VERO PAZ, presenta 'PUM PUM, AL CERRO VOY';1;30/11/2024;21:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=52df1f60c39b2910VgnVCM1000001d4a900aRCRD;Auditorio Carmen Laforet (Ciudad Lineal);28033;TeatroPerformance
INFANTIL. Verónica Costilla, presenta 'JAZZ DIVAS ACUSTIC';1;23/11/2024;22:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7bbf1f60c39b2910VgnVCM1000001d4a900aRCRD;Auditorio Carmen Laforet (Ciudad Lineal);28033;Musica
Infantil: La bella durmiente;1;23/11/2024;23:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e414cd2223822910VgnVCM2000001f4a900aRCRD;Junta Municipal del Distrito de Usera;28026;CuentacuentosTiteresMarionetas
Infantil: La Cenicienta, el musical;1;30/11/2024;0:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a5ed94b1c5e22910VgnVCM2000001f4a900aRCRD;Centro Cultural Orcasur (Usera);28041;TeatroPerformance
Infantil: Los cantajuegos del Tic Toc;1;23/11/2024;1:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=43b194b1c5e22910VgnVCM2000001f4a900aRCRD;Centro Sociocultural San Fermín (Usera);28041;CuentacuentosTiteresMarionetas
Infórmate a través del móvil. Madrid Aula Digital;1;03/12/2024;2:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=aa0218dc9a9bf810VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal David Gistau (Salamanca);28028;CursosTalleres/CapacitacionDigital
Inica tu belén;1;24/11/2024;3:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=69ef04abe62d2910VgnVCM1000001d4a900aRCRD;Centro Cultural Fernando Lázaro Carreter (Carabanchel);28019;CursosTalleres
Inicia tu belén;1;21/11/2024;4:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=81aac194e32d2910VgnVCM1000001d4a900aRCRD;Centro Cultural San Francisco La Prensa (Carabanchel);28025;CursosTalleres
Inífugas;1;22/11/2024;5:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=68f1d65d7c662910VgnVCM2000001f4a900aRCRD;Centro Cultural la Elipa (Ciudad Lineal);28017;ProgramacionDestacadaAgendaCultura
Inteligencia Artificial: separando hechos de ficción;0;26/11/2024;6:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c9d19f45bf9e1910VgnVCM1000001d4a900aRCRD;Nave 10 Matadero. Creación Dramática Contemporánea;28045;ProgramacionDestacadaAgendaCultura
Inversión española en I+D;1;03/12/2024;7:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=67b883681f052910VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal Iván de Vargas (Centro);28005;ConferenciasColoquios
Itinerario: Un paseo con Darwin por la Dehesa de la Villa;1;23/11/2024;8:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=84b038ad958d2910VgnVCM1000001d4a900aRCRD;Centro de Información y Educación Ambiental de Dehesa de la Villa;28039;CongresosJornadas
Jabones caseros;1;06/12/2024;9:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fa0115be70332910VgnVCM1000001d4a900aRCRD;Centro de Educación Ambiental y Cultural Maris Stella (Usera);28026;CursosTalleres
Jauría;0;07/11/2024;10:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e4019f45bf9e1910VgnVCM1000001d4a900aRCRD;Nave 10 Matadero. Creación Dramática Contemporánea;28045;ProgramacionDestacadaAgendaCultura
Jazz y Folclore Latinoamericano;1;29/11/2024;11:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=52135bebd58d2910VgnVCM2000001f4a900aRCRD;Centro Sociocultural Rosario de Acuña (Latina);28011;Musica
José Guadalupe Posada: más allá de la Catrina;1;22/10/2024;12:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=33f41b63dd81b810VgnVCM1000001d4a900aRCRD;Imprenta Municipal - Artes del libro;28012;Exposiciones
José Morales Jazz Quartet;1;29/11/2024;13:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c31ce6d55e423910VgnVCM2000001f4a900aRCRD;Centro Cultural Casa del Reloj (Arganzuela);28045;Musica/JazzSoulFunkySwingReagge
Judeline;0;25/01/2025;14:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0eaf13b2aa003910VgnVCM2000001f4a900aRCRD;Teatro Circo Price;28012;ProgramacionDestacadaAgendaCultura
Juegos de Poder. Taller Muna Kebir;1;20/12/2024;15:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5afd10c987b72910VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal Eugenio Trías. Casa de Fieras de El Retiro (Retiro);28009;ConferenciasColoquios
Juguetes y juegos creativos con materiales diversos;1;27/12/2024;16:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c132ee4e073b2910VgnVCM1000001d4a900aRCRD;Centro de Educación Ambiental y Cultural Maris Stella (Usera);28026;CursosTalleres
Kiko Veneno con la banda de Retumbe;0;30/01/2025;17:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8ef7a32fa9322910VgnVCM1000001d4a900aRCRD;Teatro Circo Price;28012;ProgramacionDestacadaAgendaCultura
Kurt Rosenwinkel Trio;0;22/11/2024;18:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c7db02fb90672910VgnVCM2000001f4a900aRCRD;Fernán Gómez Centro Cultural de la Villa;28001;Musica/JazzSoulFunkySwingReagge
La Banda Villa de Madrid;1;29/11/2024;19:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0336ee11b97d2910VgnVCM2000001f4a900aRCRD;Centro Cultural Fernando de los Ríos (Latina);28047;Musica
La casa de Bernarda Alba;1;28/11/2024;20:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=49006829a92d2910VgnVCM2000001f4a900aRCRD;Centro Cultural Lope de Vega (Puente de Vallecas);28053;TeatroPerformance
La comedia de la segunda edad;1;30/11/2024;21:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2f596ab9ddc42910VgnVCM1000001d4a900aRCRD;Centro Cultural Las Californias (Retiro);28007;TeatroPerformance
La comedia de la segunda edad;1;29/11/2024;22:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c7961cef8a3b2910VgnVCM1000001d4a900aRCRD;Centro Cultural Buero Vallejo (San Blas - Canillejas);28022;TeatroPerformance
La compañía Circonciencia, presenta 'Jugando con fuego';1;23/11/2024;23:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c6a47553c43c2910VgnVCM1000001d4a900aRCRD;Centro Cultural el Madroño (Vicálvaro);28032;TeatroPerformance
La Distancia entre A y B es la misma que entre B y A;1;08/06/2023;0:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b33d5497f2bf7810VgnVCM1000001d4a900aRCRD;Museo de Arte Contemporáneo de Madrid;28015;Exposiciones
La estrella azul;1;15/12/2024;1:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4013283882443910VgnVCM1000001d4a900aRCRD;Centro Cultural Buero Vallejo (San Blas - Canillejas);28022;CineActividadesAudiovisuales
La gramática;0;29/11/2024;2:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e5c09f45bf9e1910VgnVCM1000001d4a900aRCRD;Nave 10 Matadero. Creación Dramática Contemporánea;28045;ProgramacionDestacadaAgendaCultura
La Mina Tres: evento de diseño, ilustración y dibujo;1;22/02/2025;3:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ecf949aa717db810VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal Iván de Vargas (Centro);28005;CursosTalleres
La Mina Tres: evento de diseño, ilustración y dibujo;1;25/01/2025;4:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e9d949aa717db810VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal Iván de Vargas (Centro);28005;CursosTalleres
La Mina Tres: evento de diseño, ilustración y dibujo;1;30/11/2024;5:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d4d949aa717db810VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal Iván de Vargas (Centro);28005;CursosTalleres
La payasa maremoto;1;24/11/2024;6:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fecd9c38dc8b2910VgnVCM2000001f4a900aRCRD;Centro Cultural Ciudad Pegaso (San Blas - Canillejas);28022;CuentacuentosTiteresMarionetas
La pizarra perdida de Einstein - Títeres de la Tía Helena (Aragón);1;27/12/2024;7:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cee711cfc7bf2910VgnVCM2000001f4a900aRCRD;Teatro Municipal de Títeres. Parque de El Retiro;28009;CuentacuentosTiteresMarionetas
La quimera;1;23/11/2024;8:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3dc56a5d60ea2910VgnVCM1000001d4a900aRCRD;Centro Cultural Buero Vallejo (San Blas - Canillejas);28022;CineActividadesAudiovisuales
La Ratita Pérez y sus amigos en? Magic Talent;0;24/11/2024;9:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=72bead71d9f92910VgnVCM1000001d4a900aRCRD;Matadero Madrid;28045;ProgramacionDestacadaAgendaCultura
La Ratonera;1;24/11/2024;10:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=30e1167928103910VgnVCM2000001f4a900aRCRD;Centro Cultural Casa de Vacas (Retiro);28009;TeatroPerformance
La revolución de las musas;0;23/11/2024;11:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5e5d4af33ab03910VgnVCM1000001d4a900aRCRD;Cineteca Madrid;28045;ProgramacionDestacadaAgendaCultura
La Teatropedia;1;24/11/2024;12:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1de734973b4b2910VgnVCM2000001f4a900aRCRD;Centro Sociocultural Miguel de Cervantes (San Blas - Canillejas);28022;TeatroPerformance
La vida secreta de las hormigas;1;22/12/2024;13:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8f01ee4e073b2910VgnVCM1000001d4a900aRCRD;Centro de Educación Ambiental y Cultural Maris Stella (Usera);28026;CursosTalleres
Laboratorio de Técnicas de Estudio y Clases de Apoyo Escolar;1;07/10/2024;14:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=912ed305de902910VgnVCM2000001f4a900aRCRD;Centro Sociocultural Marconi (Villaverde);28021;ActividadesEscolares
Lady Blackbird;0;20/11/2024;15:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d2e902fb90672910VgnVCM2000001f4a900aRCRD;Fernán Gómez Centro Cultural de la Villa;28001;Musica/JazzSoulFunkySwingReagge
"Laia Molins &amp; Jofre Fité";1;29/11/2024;16:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=81eb49bf833d2910VgnVCM1000001d4a900aRCRD;Centro Sociocultural El Greco (Latina);28011;DanzaBaile
Las almas;0;23/11/2024;17:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4f1d4af33ab03910VgnVCM1000001d4a900aRCRD;Cineteca Madrid;28045;ProgramacionDestacadaAgendaCultura
Las aromáticas de Pradolongo;1;29/12/2024;18:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9e5ed42656f33910VgnVCM1000001d4a900aRCRD;Centro de Educación Ambiental y Cultural Maris Stella (Usera);28026;CursosTalleres
Las Bacantes;1;22/11/2024;19:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2593c194e32d2910VgnVCM1000001d4a900aRCRD;Auditorio y sala de exposiciones Paco de Lucía (Latina);28044;TeatroPerformance
Las chicas somos guerreras? y también ingenieras, científicas, tecnólogas, matemáticas;1;02/10/2024;20:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=52977da10e642910VgnVCM1000001d4a900aRCRD;Centro de Información y Educación Ambiental de Casa de Campo;28011;Exposiciones
Las marionetas de la Dehesa te cuentan;1;22/12/2024;21:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=75ce053b37d22910VgnVCM1000001d4a900aRCRD;Centro de Información y Educación Ambiental de Dehesa de la Villa;28039;CuentacuentosTiteresMarionetas
Las mariposas;1;30/11/2024;22:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4f6d7d6741203910VgnVCM2000001f4a900aRCRD;Centro Cultural Antonio Machado (San Blas - Canillejas);28037;TeatroPerformance
Las Mujeres de Cervantes;1;22/11/2024;23:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7ce4ee11b97d2910VgnVCM2000001f4a900aRCRD;Centro Cultural Fernando de los Ríos (Latina);28047;TeatroPerformance
Las Mujeres de Cervantes;0;22/11/2024;0:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f1445f56abdb2910VgnVCM2000001f4a900aRCRD;Centro Cultural Fernando de los Ríos (Latina);28047;TeatroPerformance
Las mujeres de Cervantes;1;01/12/2024;1:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6d49f90719423910VgnVCM2000001f4a900aRCRD;Centro Cultural Casa de Vacas (Retiro);28009;TeatroPerformance
Latin ensemble;1;27/11/2024;2:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1bd47553c43c2910VgnVCM1000001d4a900aRCRD;Centro Cultural Lope de Vega (Puente de Vallecas);28053;ActividadesCalleArteUrbano
Laura Sam en Villa de Vallecas;1;29/11/2024;3:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8d802211db55e810VgnVCM1000001d4a900aRCRD;Centro Juvenil El Sitio de mi Recreo (Villa de Vallecas);28031;1ciudad21distritos
Let's practice english;1;01/10/2024;4:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ccb6c507771da810VgnVCM2000001f4a900aRCRD;Biblioteca Pública Municipal José Saramago (Fuencarral-El Pardo);28029;CursosTalleres
Libritos en Zig Zag;1;21/11/2024;5:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1defdc3d340e1910VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal Miguel Delibes (Moratalaz);28030;CursosTalleres
Libritos Zig Zag - Moratalaz;1;21/11/2024;6:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=612385f1bda62910VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal Miguel Delibes (Moratalaz);28030;1ciudad21distritos
Locas;1;30/11/2024;7:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=175d46b73c1e2910VgnVCM2000001f4a900aRCRD;Centro Cultural Lavapiés (Centro);28012;TeatroPerformance
Los acústicos del Buenavista. Litus;0;28/11/2024;8:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=215a9127a3443910VgnVCM2000001f4a900aRCRD;Museo Lázaro Galdiano;28006;Musica
Los animales, unos grandes maestros;1;30/11/2024;9:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7bc6e96db58b2910VgnVCM1000001d4a900aRCRD;Centro Cultural Mercado de Ibiza (Retiro);28009;TeatroPerformance
Los Borbones. Visita guiada;1;21/11/2024;10:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=75b9716d0d2c2910VgnVCM1000001d4a900aRCRD;Centro Sociocultural Maestro Alonso (Salamanca);28028;ExcursionesItinerariosVisitas
Los Hot Chocolates;1;24/11/2024;11:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8fa5c194e32d2910VgnVCM1000001d4a900aRCRD;Auditorio y sala de exposiciones Paco de Lucía (Latina);28044;Musica/JazzSoulFunkySwingReagge
Los niños del mar;0;24/11/2024;12:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cb12d2e1193c2910VgnVCM1000001d4a900aRCRD;Cineteca Madrid;28045;ProgramacionDestacadaAgendaCultura
Los orígenes de la Constitución española;1;20/11/2024;13:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d1a56f235b6f2910VgnVCM1000001d4a900aRCRD;Centro Cultural Carril del Conde (Hortaleza);28043;ConferenciasColoquios
Los Pintores;1;29/11/2024;14:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bfaf63439d662910VgnVCM2000001f4a900aRCRD;Centro Cultural la Elipa (Ciudad Lineal);28017;ProgramacionDestacadaAgendaCultura
Los siete cabritillos - Teatro Los Claveles (Región de Murcia);1;26/12/2024;15:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=181810ff0abf2910VgnVCM1000001d4a900aRCRD;Teatro Municipal de Títeres. Parque de El Retiro;28009;CuentacuentosTiteresMarionetas
Los silencios del capitán;1;21/11/2024;16:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ed815bb2d09b2910VgnVCM2000001f4a900aRCRD;Centro Cultural Emilia Pardo Bazán (Salamanca);28001;RecitalesPresentacionesActosLiterarios
Los tres cerditos - Tropos, teatro de títeres (Madrid);1;05/01/2025;17:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6aa6174c71cf2910VgnVCM1000001d4a900aRCRD;Teatro Municipal de Títeres. Parque de El Retiro;28009;FiestasNavidadesReyes
